word,score
sixth,3.0
sixty,4.0
gryke,2.0
skate,3.0
knops,3.0
skier,4.0
skiff,4.0
skill,3.0
skimp,3.0
sport,3.0
skirt,4.0
skulk,3.0
skull,3.0
conks,3.0
skunk,4.0
slack,3.0
slain,3.0
slang,3.0
slant,3.0
slash,3.0
stale,2.0
slate,3.0
slave,3.0
sleek,2.0
sleep,3.0
sleet,2.0
slept,2.0
slice,3.0
slick,3.0
slide,3.0
slime,3.0
slimy,3.0
sling,3.0
slink,3.0
slump,3.0
sloop,4.0
slope,3.0
slosh,3.0
still,2.0
sloth,3.0
slung,3.0
slunk,3.0
slurp,4.0
slush,4.0
slyly,4.0
smack,3.0
small,3.0
smart,3.0
smash,3.0
smear,3.0
smell,3.0
smelt,3.0
smile,3.0
smirk,4.0
smite,3.0
stiff,3.0
smith,4.0
smoke,3.0
smoky,4.0
smote,3.0
snail,3.0
snake,3.0
snaky,4.0
snare,4.0
snarl,3.0
sneer,3.0
snide,3.0
sniff,3.0
snipe,3.0
snoop,3.0
snore,3.0
snort,3.0
snout,3.0
snowy,3.0
snuck,3.0
snuff,4.0
spawn,3.0
soapy,4.0
sober,4.0
soggy,4.0
solar,2.0
solid,3.0
solve,2.0
sonar,3.0
sonic,3.0
story,3.0
sooth,4.0
sooty,4.0
sorry,3.0
sound,4.0
south,4.0
sower,3.0
spade,3.0
space,4.0
spank,4.0
spare,3.0
spark,3.0
spasm,3.0
spear,3.0
speck,3.0
speed,3.0
spell,3.0
spelt,3.0
spend,3.0
spent,3.0
spore,3.0
sperm,4.0
spice,3.0
spiky,3.0
spicy,4.0
spied,3.0
spiel,3.0
spike,3.0
spill,3.0
spilt,2.0
spine,3.0
spiny,3.0
spire,3.0
spite,3.0
splat,2.0
split,2.0
spoil,3.0
spoke,3.0
spoof,3.0
spook,4.0
spool,3.0
spoon,3.0
spout,3.0
spray,3.0
sprig,3.0
spunk,3.0
spurn,3.0
spurt,3.0
squad,3.0
squat,3.0
squib,3.0
stack,3.0
stash,3.0
staff,4.0
stage,3.0
staid,3.0
stain,3.0
stair,3.0
stake,3.0
stalk,2.0
stall,3.0
stamp,3.0
stand,3.0
stank,3.0
stare,3.0
stark,3.0
start,3.0
state,3.0
stave,4.0
steam,3.0
stead,4.0
steak,3.0
steal,3.0
dorms,2.0
steed,3.0
steel,2.0
steep,3.0
steer,3.0
stein,3.0
stern,3.0
stick,3.0
stilt,3.0
sting,3.0
stink,3.0
stint,3.0
stock,3.0
stoic,3.0
stoke,3.0
style,2.0
stole,3.0
stoop,3.0
stomp,4.0
stone,3.0
stony,3.0
stood,4.0
stool,3.0
store,3.0
stork,4.0
storm,4.0
stout,4.0
stove,4.0
strap,3.0
stray,3.0
straw,4.0
strip,3.0
strut,3.0
stuck,3.0
study,3.0
stuff,4.0
stump,3.0
stung,3.0
stunk,3.0
stunt,3.0
suave,4.0
sugar,4.0
suing,3.0
suite,4.0
sulky,3.0
sully,3.0
sumac,3.0
sunny,4.0
super,4.0
surer,4.0
surge,4.0
surly,4.0
sushi,3.0
swami,3.0
swamp,3.0
swarm,3.0
swash,4.0
swath,4.0
swear,3.0
sweat,2.0
sweep,3.0
sweet,3.0
swell,4.0
swift,3.0
swill,3.0
swirl,4.0
sword,3.0
swore,4.0
sworn,4.0
swung,4.0
synod,4.0
syrup,3.0
tabby,3.0
table,3.0
taboo,4.0
tacit,3.0
tacky,3.0
taffy,4.0
taint,3.0
taken,3.0
taker,3.0
tally,2.0
talon,3.0
tamer,3.0
tangy,4.0
taper,3.0
tapir,3.0
tardy,4.0
tarot,3.0
taste,4.0
tasty,3.0
taunt,3.0
tawny,4.0
teach,3.0
teary,3.0
tease,2.0
teddy,3.0
teeth,3.0
tempo,4.0
tenet,3.0
tenor,3.0
tense,3.0
tenth,4.0
tweed,3.0
tepee,4.0
tepid,3.0
terra,4.0
terse,3.0
testy,3.0
thank,3.0
theft,3.0
their,3.0
theme,3.0
there,3.0
these,3.0
theta,3.0
thick,4.0
thief,4.0
thigh,4.0
think,4.0
third,3.0
thong,3.0
thorn,3.0
those,3.0
three,3.0
threw,4.0
throw,3.0
throb,4.0
thrum,3.0
thumb,4.0
thump,4.0
thyme,4.0
tiara,3.0
tibia,3.0
tidal,3.0
timer,3.0
tiger,4.0
tilde,2.0
timid,3.0
tipsy,3.0
titan,3.0
tithe,3.0
toast,3.0
today,3.0
toddy,4.0
token,3.0
tonal,4.0
tonga,3.0
tonic,3.0
tooth,4.0
topaz,4.0
torch,3.0
torso,3.0
torus,3.0
total,3.0
totem,3.0
touch,4.0
tough,4.0
towel,3.0
tower,3.0
toxic,4.0
toxin,4.0
trade,3.0
trace,4.0
track,3.0
tract,3.0
trail,3.0
train,3.0
trait,4.0
tramp,3.0
trash,3.0
trawl,3.0
tread,3.0
treat,3.0
trend,3.0
triad,4.0
trial,3.0
scowp,3.0
tribe,4.0
trice,4.0
trump,3.0
trick,4.0
tried,4.0
tripe,4.0
troop,4.0
trope,3.0
trout,3.0
trove,4.0
truce,4.0
truck,4.0
truer,3.0
truly,3.0
trunk,3.0
truss,3.0
tryst,3.0
trust,4.0
truth,3.0
tubal,3.0
tuber,3.0
tulle,3.0
tumor,4.0
tunic,3.0
turbo,3.0
twang,4.0
tweak,3.0
tweet,3.0
twine,3.0
twice,4.0
twirl,3.0
twist,3.0
twixt,3.0
tying,4.0
udder,4.0
ulcer,4.0
ultra,4.0
uncut,3.0
undid,4.0
unfit,3.0
unify,4.0
union,4.0
unlit,3.0
unmet,3.0
unset,3.0
until,3.0
unwed,3.0
unzip,4.0
upper,4.0
upset,3.0
urban,3.0
urine,4.0
usage,3.0
usher,3.0
virus,3.0
using,4.0
usual,3.0
usurp,4.0
utile,3.0
utter,3.0
vague,4.0
valet,2.0
valid,3.0
valor,3.0
value,3.0
valve,3.0
vapid,4.0
vapor,4.0
vault,3.0
vaunt,4.0
vegan,4.0
venue,4.0
verge,4.0
verse,4.0
verso,3.0
verve,4.0
vicar,4.0
video,3.0
vigil,4.0
vigor,5.0
villa,3.0
vinyl,4.0
viola,3.0
viper,4.0
viral,3.0
visit,3.0
visor,4.0
vista,3.0
vital,3.0
vivid,3.0
vixen,4.0
vocal,4.0
vodka,4.0
vogue,4.0
voila,3.0
vomit,3.0
voter,3.0
vouch,4.0
vowel,3.0
vying,4.0
wacky,3.0
wafer,5.0
wager,4.0
wagon,4.0
waist,2.0
waive,3.0
waltz,3.0
waste,4.0
watch,4.0
water,4.0
weary,4.0
weave,4.0
wedge,5.0
weedy,4.0
weigh,4.0
welch,3.0
wench,4.0
whack,4.0
whale,4.0
wheat,3.0
wheel,4.0
whelp,4.0
which,4.0
whiff,4.0
whine,4.0
whiny,4.0
whirl,3.0
whisk,3.0
white,4.0
whole,4.0
whoop,4.0
widen,3.0
wider,3.0
wield,4.0
wight,4.0
willy,4.0
wimpy,4.0
winch,4.0
windy,4.0
wiser,3.0
wispy,4.0
witch,5.0
minks,3.0
woken,4.0
woman,4.0
women,4.0
woody,4.0
wooer,3.0
woozy,4.0
world,3.0
worry,3.0
worse,3.0
worst,3.0
worth,4.0
would,3.0
wound,4.0
woven,4.0
wrack,4.0
wrath,3.0
wreck,3.0
wrest,3.0
wrist,3.0
write,3.0
wrong,4.0
wrote,4.0
wrung,4.0
wryly,4.0
yacht,3.0
yeast,3.0
yield,4.0
young,4.0
youth,4.0
zebra,3.0
zesty,3.0
zonal,3.0
